subst.;873;terreur
adj.;2218;terrible
subst.;11999;tête
subst.;1388;théâtre
verbe;3778;tirer
subst.;1284;titre
pron.;8997;toi
subst.;980;toile
subst.;1421;toit
subst.;951;tombe
verbe;6182;tomber
dét.;15513;ton
subst.;2213;ton
adv.;1124;tôt
verbe;2670;toucher
adv.;14336;toujours
subst.;4836;tour
verbe;4371;tourner
adj.;47221;tout
adv.;19915;tout
dét.;12051;tout
pron.;17486;tout
adj.;5258;toute
subst.;985;trace
verbe;805;tracer
subst.;2259;train
verbe;1293;traîner
subst.;1164;trait
verbe;1310;traiter
adj.;1676;tranquille
verbe;806;transformer
subst.;5623;travail
verbe;3133;travailler
subst.;3825;travers
verbe;2522;traverser
verbe;1880;trembler
numér.;2809;trente
adv.;12432;très
subst.;1185;trésor
adj.;2307;triste
numér.;11372;trois
adj.;914;troisième
verbe;2065;tromper
adv.;8686;trop
subst.;1498;trou
verbe;1043;troubler
verbe;16833;trouver
pron.;35774;tu
verbe;3598;tuer
subst.;1667;type
dét.;419564;un
numér.;1390;un
pron.;10941;un
adj.;1675;unique
subst.;1052;usage
verbe;973;user
adj.;1000;vague
subst.;1460;vague
verbe;720;vaincre
subst.;2252;valeur
verbe;838;valoir
adj.;1419;vaste
subst.;1204;veille
verbe;810;veiller
verbe;2056;vendre
verbe;26023;venir
subst.;5002;vent
subst.;1511;ventre
adj.;1422;véritable
subst.;2390;vérité
subst.;1845;verre
prép.;12781;vers
subst.;872;vers
verbe;1071;verser
adj.;2081;vert
subst.;1003;vêtement
verbe;1108;vêtir
subst.;1055;victime
adj.;1438;vide
subst.;900;vide
subst.;15241;vie
adj.;906;vieil
subst.;2226;vieillard
adj.;9515;vieux
subst.;1896;vieux
adj.;1733;vif
subst.;1905;village
subst.;6983;ville
subst.;1656;vin
numér.;8920;vingt
subst.;998;violence
adj.;1166;violent
subst.;5954;visage
adj.;627;visible
subst.;660;vision
subst.;1152;visite
adv.;3465;vite
adj.;1751;vivant
verbe;7625;vivre
prép.;3191;voici
subst.;1457;voie
prép.;6054;voilà
subst.;1325;voile
verbe;39659;voir
adj.;892;voisin
subst.;1307;voisin
subst.;3387;voiture
subst.;10469;voix
subst.;922;vol
verbe;1642;voler
subst.;2087;volonté
dét.;19942;votre
verbe;29435;vouloir
pron.;89623;vous
subst.;1996;voyage
verbe;683;voyager
adj.;5385;vrai
adv.;2960;vraiment
subst.;2502;vue
pron.;46031;y
subst.;14981;yeux
